1.11E-30	0.004600486
2.96E-30	0.006119722
7.83E-30	0.008084268
2.06E-29	0.010605491
5.37E-29	0.013816623
1.39E-28	0.017875331
3.58E-28	0.022966103
9.16E-28	0.029302292
2.33E-27	0.037127603
5.86E-27	0.04671682
1.47E-26	0.05837551
3.65E-26	0.07243845
9.00E-26	0.089266532
2.21E-25	0.109241894
5.37E-25	0.132761095
1.30E-24	0.160226181
3.12E-24	0.192033582
7.44E-24	0.228560897
1.76E-23	0.270151716
4.14E-23	0.317098784
9.67E-23	0.369625964
2.24E-22	0.427869581
5.17E-22	0.491859882
1.18E-21	0.561503463
2.68E-21	0.636567591
6.05E-21	0.716667413
1.36E-20	0.801257004
3.01E-20	0.889625182
6.66E-20	0.980896861
1.46E-19	1.074040529
3.18E-19	1.167882209
6.88E-19	1.261125953
1.48E-18	1.352380599
3.15E-18	1.44019218
6.68E-18	1.523081043
1.41E-17	1.59958243
2.94E-17	1.668288996
6.09E-17	1.727893589
1.26E-16	1.777230465
2.57E-16	1.815313148
5.22E-16	1.841367209
1.05E-15	1.854856451
2.11E-15	1.855501255
4.20E-15	1.843288221
8.30E-15	1.81847063
1.63E-14	1.78155971
3.18E-14	1.733307123
6.15E-14	1.674679519
1.18E-13	1.606826346
2.26E-13	1.531042431
4.28E-13	1.448727012
8.05E-13	1.361341037
1.50E-12	1.270364541
2.79E-12	1.177255796
5.15E-12	1.083413792
9.43E-12	0.9901453
1.71E-11	0.898637522
3.10E-11	0.809936954
5.55E-11	0.724934767
9.88E-11	0.644358691
1.75E-10	0.568771073
3.07E-10	0.498572543
5.35E-10	0.434010527
9.27E-10	0.375191695
1.59E-09	0.3220974
2.72E-09	0.274601097
4.62E-09	0.232486835
7.78E-09	0.195467928
1.30E-08	0.163205091
2.16E-08	0.135323413
3.56E-08	0.111427717
5.84E-08	0.091115984
9.50E-08	0.073990669
1.53E-07	0.05966785
2.46E-07	0.04778426
3.92E-07	0.038002345
6.20E-07	0.030013523
9.75E-07	0.023539899
1.52E-06	0.018334677
2.36E-06	0.014181527
3.63E-06	0.010893157
5.54E-06	0.008309322
8.41E-06	0.006294459
1.27E-05	0.004735135
1.90E-05	0.003537426
2.82E-05	0.002624359
4.16E-05	0.001933483
6.10E-05	0.001414616
8.88E-05	0.001027821
0.000128314	0.000741614
0.000184187	0.000531397
0.000262558	0.00037813
0.000371683	0.000267205
0.000522519	0.000187512
0.000729477	0.000130676
0.001011352	9.04E-05
0.001392432	6.22E-05
0.001903825	4.24E-05
0.002585002	2.88E-05
0.003485586	1.94E-05
0.004667365	1.29E-05
0.00620653	8.59E-06
0.008196094	5.66E-06
0.010748455	3.71E-06
0.013998008	2.41E-06
0.018103705	1.56E-06
0.023251433	9.97E-07
0.029656033	6.35E-07
0.037562754	4.01E-07
0.047247936	2.52E-07
0.059018655	1.57E-07
0.073211082	9.73E-08
0.090187301	5.98E-08
0.110330351	3.65E-08
0.134037296	2.22E-08
0.161710182	1.33E-08
0.193744829	7.98E-09
0.230517511	4.74E-09
0.272369688	2.80E-09
0.319591096	1.64E-09
0.372401668	9.52E-10
0.43093286	5.50E-10
0.495209142	3.16E-10
0.565130495	1.80E-10
0.640456859	1.02E-10
0.7207955	5.71E-11
0.805592289	3.19E-11
0.894127767	1.77E-11
0.985518795	9.72E-12
1.078726353	5.31E-12
1.172569825	2.88E-12
1.265747816	1.55E-12
1.356865211	8.31E-13
1.444465843	4.41E-13
1.527069818	2.33E-13
1.603214227	1.22E-13
1.671495727	6.35E-14
1.730613277	3.28E-14
1.779409233	1.69E-14
1.816906991	8.59E-15
1.842343473	4.35E-15
1.855194945	2.19E-15
1.855194945	1.09E-15
1.842343473	5.41E-16
1.816906991	2.66E-16
1.779409233	1.30E-16
1.730613277	6.32E-17
1.671495727	3.05E-17
1.603214227	1.46E-17
1.527069818	6.94E-18
1.444465843	3.28E-18
1.356865211	1.54E-18
1.265747816	7.15E-19
1.172569825	3.31E-19
1.078726353	1.52E-19
0.985518795	6.93E-20
0.894127767	3.14E-20
0.805592289	1.41E-20
0.7207955	6.30E-21
0.640456859	2.79E-21
0.565130495	1.23E-21
0.495209142	5.38E-22
0.43093286	2.34E-22
0.372401668	1.01E-22
0.319591096	4.32E-23
0.272369688	1.84E-23
0.230517511	7.77E-24
0.193744829	3.26E-24
0.161710182	1.36E-24
0.134037296	5.62E-25
0.110330351	2.31E-25
0.090187301	9.42E-26
0.073211082	3.82E-26
0.059018655	1.54E-26
0.047247936	6.14E-27
0.037562754	2.44E-27
0.029656033	9.60E-28
0.023251433	3.76E-28
0.018103705	1.46E-28
0.013998008	5.64E-29
0.010748455	2.16E-29
0.008196094	8.22E-30
0.00620653	3.11E-30
0.004667365	1.17E-30
0.003485586	4.35E-31
0.002585002	1.61E-31
0.001903825	5.92E-32
0.001392432	2.16E-32
0.001011352	7.84E-33
0.000729477	2.82E-33
0.000522519	1.01E-33
0.000371683	3.58E-34
0.000262558	1.26E-34
0.000184187	4.42E-35
0.000128314	1.54E-35
8.88E-05	5.31E-36
6.10E-05	1.82E-36
4.16E-05	6.20E-37
2.82E-05	2.10E-37
1.90E-05	7.05E-38
